Poem,Interpreted
"[['سر ارادت ما و آستان حضرت دوست', 'که هر چه بر سر ما می\u200cرود ارادت اوست'], ['نظیر دوست ندیدم اگر چه از مه و مهر', 'نهادم آینه\u200cها در مقابل رخ دوست'], ['صبا ز حال دل تنگ ما چه شرح دهد', 'که چون شکنج ورق\u200cهای غنچه تو بر توست'], ['نه من سبوکش این دیر رندسوزم و بس', 'بسا سرا که در این کارخانه سنگ و سبوست'], ['مگر تو شانه زدی زلف عنبرافشان را', 'که باد غالیه سا گشت و خاک عنبربوست'], ['نثار روی تو هر برگ گل که در چمن است', 'فدای قد تو هر سروبن که بر لب جوست'], ['زبان ناطقه در وصف شوق نالان است', 'چه جای کلک بریده زبان بیهده گوست'], ['رخ تو در دلم آمد مراد خواهم یافت', 'چرا که حال نکو در قفای فال نکوست'], ['نه این زمان دل حافظ در آتش هوس است', 'که داغدار ازل همچو لاله خودروست']]","['توسل به ائمه اطهار از کلیدهای رسیدن به موفقیت و هدایت در مسیر زندگی است. اگر ناآرام هستید و به دنبال راهی برای تسکین دردهای درون، دل به یاد آن ها بسپارید.', 'با یاد خداوند و امامان معصوم به مقصود خود می رسید و بخت و اقبال نیک به شما روی می آورد. از وسوسه های شیطان در امان می مانید و غم هجران زایل می شود.']"
"[['دارم امید عاطفتی از جناب دوست', 'کردم جنایتی و امیدم به عفو اوست'], ['دانم که بگذرد ز سر جرم من که او', 'گر چه پریوش است ولیکن فرشته خوست'], ['چندان گریستیم که هر کس که برگذشت', 'در اشک ما چو دید روان گفت کاین چه جوست'], ['هیچ است آن دهان و نبینم از او نشان', 'موی است آن میان و ندانم که آن چه موست'], ['دارم عجب ز نقش خیالش که چون نرفت', 'از دیده\u200cام که دم به دمش کار شست و شوست'], ['بی گفت و گوی زلف تو دل را همی\u200cکشد', 'با زلف دلکش تو که را روی گفت و گوست'], ['عمریست تا ز زلف تو بویی شنیده\u200cام', 'زان بوی در مشام دل من هنوز بوست'], ['حافظ بد است حال پریشان تو ولی', 'بر بوی زلف یار پریشانیت نکوست']]","['صداقت پیشه کنید و از ریا و دورویی بر حذر باشید. با اینکه استعدادهای ذهنی فراوانی دارید اما از توانایی های خود درست استفاده نمی کنید و سردرگم هستید که از خلاقیت خود چگونه بهره ببرید.', 'قدر دوست شفیق خود را بدانید که قصد کمک کردن به شما را دارد، از مساعدت او استقبال کنید و دست رد به سینه اش نزنید.', 'خبرهای خوبی در راه است که از شنیدنش خوشحال می شوید و غم و غصه تان به پایان خواهد رسید.']"
"[['آن پیک نامور که رسید از دیار دوست', 'آورد حرز جان ز خط مشکبار دوست'], ['خوش می\u200cدهد نشان جلال و جمال یار', 'خوش می\u200cکند حکایت عز و وقار دوست'], ['دل دادمش به مژده و خجلت همی\u200cبرم', 'زین نقد قلب خویش که کردم نثار دوست'], ['شکر خدا که از مدد بخت کارساز', 'بر حسب آرزوست همه کار و بار دوست'], ['سیر سپهر و دور قمر را چه اختیار', 'در گردشند بر حسب اختیار دوست'], ['گر باد فتنه هر دو جهان را به هم زند', 'ما و چراغ چشم و ره انتظار دوست'], ['کحل الجواهری به من آر ای نسیم صبح', 'زان خاک نیکبخت که شد رهگذار دوست'], ['ماییم و آستانه عشق و سر نیاز', 'تا خواب خوش که را برد اندر کنار دوست'], ['دشمن به قصد حافظ اگر دم زند چه باک', 'منت خدای را که نیم شرمسار دوست']]","['به زودی اخبار خوشی به شما خواهد رسید که سعادت و کامیابی را نوید می دهد. گاهی از وجود رقیبانی که دارید هراسناک می شوید، نگران نباشید و ترس به دل خود راه ندهید که خداوند با شماست و توطئه آن ها را نقش بر آب می کند.', 'اطرافیان دلسوزی دارید که می توانید با خیال راحت به آن ها تکیه کنید. از غرور و تکبر بر حذر بوده و سعی کنید با متانت رفتار کنید.']"
"[['صبا اگر گذری افتدت به کشور دوست', 'بیار نفحه\u200cای از گیسوی معنبر دوست'], ['به جان او که به شکرانه جان برافشانم', 'اگر به سوی من آری پیامی از بر دوست'], ['و گر چنان که در آن حضرتت نباشد بار', 'برای دیده بیاور غباری از در دوست'], ['من گدا و تمنای وصل او هیهات', 'مگر به خواب ببینم خیال منظر دوست'], ['دل صنوبریم همچو بید لرزان است', 'ز حسرت قد و بالای چون صنوبر دوست'], ['اگر چه دوست به چیزی نمی\u200cخرد ما را', 'به عالمی نفروشیم مویی از سر دوست'], ['چه باشد ار شود از بند غم دلش آزاد', 'چو هست حافظ مسکین غلام و چاکر دوست']]","['شدیدا منتظر رسیدن خبری هستید که برای شما اهمیت زیادی داشته و دچار دلشوره عجیبی شده اید. ممکن است انتظار بیش از حدی لازم باشد، از خداوند درخواست کمک کنید و به خودش توکل کنید تا دل تان آرام شود.', 'ناامیدی را کنار بگذارید و سایه شک و بدگمانی به دیگران را از دل خود پاک کنید.', 'آنقدر منتظر خبر هستید که ممکن است روی درست انجام دادن کارهای تان تاثیر منفی بگذارد، مراقب باشید و همه چیز را به خداوند سپرده و به امور مهم زندگی بپردازید.']"
"[['مرحبا ای پیک مشتاقان بده پیغام دوست', 'تا کنم جان از سر رغبت فدای نام دوست'], ['واله و شیداست دایم همچو بلبل در قفس', 'طوطی طبعم ز عشق شکر و بادام دوست'], ['زلف او دام است و خالش دانه آن دام و من', 'بر امید دانه\u200cای افتاده\u200cام در دام دوست'], ['سر ز مستی برنگیرد تا به صبح روز حشر', 'هر که چون من در ازل یک جرعه خورد از جام دوست'], ['بس نگویم شمه\u200cای از شرح شوق خود از آنک', 'دردسر باشد نمودن بیش از این ابرام دوست'], ['گر دهد دستم کشم در دیده همچون توتیا', 'خاک راهی کان مشرف گردد از اقدام دوست'], ['میل من سوی وصال و قصد او سوی فراق', 'ترک کام خود گرفتم تا برآید کام دوست'], ['حافظ اندر درد او می\u200cسوز و بی\u200cدرمان بساز', 'زان که درمانی ندارد درد بی\u200cآرام دوست']]","['به زودی از جانب عزیزی که منتظر پیامش هستید، پیغامی دریافت می کنید که آرامش را برای شما به ارمغان می آورد. در رفاقت بسیار قابل اعتماد و فداکار هستید و دیگران می توانند به شما تکیه کنند.', 'سر عهد و پیمان خود هستید و به قول معروف سرتان برود قولتان نمی رود. این خصلت تاثیر مثبتی در موفقیت های آینده خواهد داشت. در مقابل انتظار دارید دیگران هم با شما همانقدر خوش قول و قابل اعتماد باشند.', 'برای رسیدن به مقصود تلاش کنید تا به وصال یار برسید. گاهی زندگی را سخت گرفته و باعث آزار و رنجش اطرافیان می شوید. سعی کنید با علاقه و محبت رفتار کرده و به زندگی امیدوار باشید. از یاد خداوند غافل نشوید.']"
"[['روی تو کس ندید و هزارت رقیب هست', 'در غنچه\u200cای هنوز و صدت عندلیب هست'], ['گر آمدم به کوی تو چندان غریب نیست', 'چون من در آن دیار هزاران غریب هست'], ['در عشق خانقاه و خرابات فرق نیست', 'هر جا که هست پرتو روی حبیب هست'], ['آن جا که کار صومعه را جلوه می\u200cدهند', 'ناقوس دیر راهب و نام صلیب هست'], ['عاشق که شد که یار به حالش نظر نکرد', 'ای خواجه درد نیست وگرنه طبیب هست'], ['فریاد حافظ این همه آخر به هرزه نیست', 'هم قصه\u200cای غریب و حدیثی عجیب هست']]","['در مسیری که انتخاب کرده اید با مشکلات و سختی هایی روبرو خواهید شد و رقیبان عرصه را بر شما تنگ خواهند کرد. دچار غم و اندوه هستید و احساس تنهایی می کنید اما نگران نباشید! به زودی به وصال یار رسیده و باعث مسرت همگان خواهید شد.', 'اگرچه دوری و فراق یار دردهای بیشماری برای شما داشته اما خاصیت عشق این است که هم درد است و درمان. وصال یار همه دردها را تسکین داده و آرامش را برای شما به ارمغان خواهد آورد.']"
"[['اگر چه عرض هنر پیش یار بی\u200cادبیست', 'زبان خموش ولیکن دهان پر از عربیست'], ['پری نهفته رخ و دیو در کرشمه حسن', 'بسوخت دیده ز حیرت که این چه بوالعجبیست'], ['در این چمن گل بی خار کس نچید آری', 'چراغ مصطفوی با شرار بولهبیست'], ['سبب مپرس که چرخ از چه سفله پرور شد', 'که کام بخشی او را بهانه بی سببیست'], ['به نیم جو نخرم طاق خانقاه و رباط', 'مرا که مصطبه ایوان و پای خم طنبیست'], ['جمال دختر رز نور چشم ماست مگر', 'که در نقاب زجاجی و پرده عنبیست'], ['هزار عقل و ادب داشتم من ای خواجه', 'کنون که مست خرابم صلاح بی\u200cادبیست'], ['بیار می که چو حافظ هزارم استظهار', 'به گریه سحری و نیاز نیم شبیست']]","['مسیری را انتخاب کرده اید که برای رسیدن به هدف لازم است با دیگران رقابت کنید. مراقب باشید که در این راه پاکی دل و طینت را از دست ندهید و اسیر وسوسه های شیطان نشوید.', 'همه آدم ها در کنار خوبی ها، بدی هایی دارند که شما نیز از این قانون طبیعت استثنا نیستید. گل بی خار خداوند است.', 'گاهی وسوسه می شوید برای بالا بردن ارزش کار خود، دیگران را زمین بزنید، از این کار برحذر باشید که عاقبت خوبی در انتظارتان نخواهد بود.', 'برای دستیابی به سعادت و خوشبختی باید تلاش کنید و ثابت قدم باشید.']"
"[['خوشتر ز عیش و صحبت و باغ و بهار چیست', 'ساقی کجاست گو سبب انتظار چیست'], ['هر وقت خوش که دست دهد مغتنم شمار', 'کس را وقوف نیست که انجام کار چیست'], ['پیوند عمر بسته به موییست هوش دار', 'غمخوار خویش باش غم روزگار چیست'], ['معنی آب زندگی و روضه ارم', 'جز طرف جویبار و می خوشگوار چیست'], ['مستور و مست هر دو چو از یک قبیله\u200cاند', 'ما دل به عشوه که دهیم اختیار چیست'], ['راز درون پرده چه داند فلک خموش', 'ای مدعی نزاع تو با پرده دار چیست'], ['سهو و خطای بنده گرش اعتبار نیست', 'معنی عفو و رحمت آمرزگار چیست'], ['زاهد شراب کوثر و حافظ پیاله خواست', 'تا در میانه خواسته کردگار چیست']]","['گله کردن از سرنوشت و روزگار تاثیری به حال شما نخواهد داشت. به زودی حوادثی برای شما اتفاق می افتد تا ایمان و اراده تان مورد آزمایش قرار گیرد.', 'بیهوده خودتان را به خاطر سختی ها و مسائل ریز و درشت نگران و اندوهگین نکنید. هیچ چیز بی حکمت نیست و برگی از درخت بدون اجازه خداوند نمی افتد.', 'از روزهای خوش نهایت استفاده را ببرید و شاد باشید که دنیا محل گذر است و همه چیزهای دنیوی فانی خواهد بود.']"
"[['بنال بلبل اگر با منت سر یاریست', 'که ما دو عاشق زاریم و کار ما زاریست'], ['در آن زمین که نسیمی وزد ز طره دوست', 'چه جای دم زدن نافه\u200cهای تاتاریست'], ['بیار باده که رنگین کنیم جامه زرق', 'که مست جام غروریم و نام هشیاریست'], ['خیال زلف تو پختن نه کار هر خامیست', 'که زیر سلسله رفتن طریق عیاریست'], ['لطیفه\u200cایست نهانی که عشق از او خیزد', 'که نام آن نه لب لعل و خط زنگاریست'], ['جمال شخص نه چشم است و زلف و عارض و خال', 'هزار نکته در این کار و بار دلداریست'], ['قلندران حقیقت به نیم جو نخرند', 'قبای اطلس آن کس که از هنر عاریست'], ['بر آستان تو مشکل توان رسید آری', 'عروج بر فلک سروری به دشواریست'], ['سحر کرشمه چشمت به خواب می\u200cدیدم', 'زهی مراتب خوابی که به ز بیداریست'], ['دلش به ناله میازار و ختم کن حافظ', 'که رستگاری جاوید در کم آزاریست']]","['مادیات و ثروت این دنیا فانی است، سعی کنید به متعلقات دنیوی وابسته نباشید و دست از طمع و حرص زدن برای مال دنیا بردارید. مدتی است مشغولیت های دنیا باعث شده فکر و ذکرتان پول و اندوختن ثروت باشد، این طرز تفکر باعث می شود از چشم اهل دل بیفتید.', 'در مسیر هنر و ادب گام بردارید و تلاش کنید تا به مراتب بالا رسیده و نزد مردم محبوب شوید.', 'از ریا و دورویی برحذر باشید و با ایمان به خدا و راستی به سوی اهداف خود بروید. در حق مردم بی انصافی نکنید و در همه حال جانب حق را بگیرید.']"
"[['یا رب این شمع دل افروز ز کاشانه کیست', 'جان ما سوخت بپرسید که جانانه کیست'], ['حالیا خانه برانداز دل و دین من است', 'تا در آغوش که می\u200cخسبد و همخانه کیست'], ['باده لعل لبش کز لب من دور مباد', 'راح روح که و پیمان ده پیمانه کیست'], ['دولت صحبت آن شمع سعادت پرتو', 'بازپرسید خدا را که به پروانه کیست'], ['می\u200cدهد هر کسش افسونی و معلوم نشد', 'که دل نازک او مایل افسانه کیست'], ['یا رب آن شاهوش ماه رخ زهره جبین', 'در یکتای که و گوهر یک دانه کیست'], ['گفتم آه از دل دیوانه حافظ بی تو', 'زیر لب خنده زنان گفت که دیوانه کیست']]","['برای رسیدن به معشوق تلاش می کنید اما گویا تلاش های شما کارساز نیست. امید خود را از دست ندهید که خداوند همیشه یار و یاور بندگانش است. به او توکل کنید و صبر پیشه کنید که به امید خدا به وصال یار خواهید رسید.', 'اگر در عشق شکست خورده اید و دچار اندوه هستید باید بدانید دنیا به آخر نرسیده، بهتر است هرچه زودتر تمام توان خود را به کار گرفته و به دنبال جبران هر آنچه گذشته باشید. با امید به خدا حتما موفق خواهید شد.']"
"[['ماهم این هفته برون رفت و به چشمم سالیست', 'حال هجران تو چه دانی که چه مشکل حالیست'], ['مردم دیده ز لطف رخ او در رخ او', 'عکس خود دید گمان برد که مشکین خالیست'], ['می\u200cچکد شیر هنوز از لب همچون شکرش', 'گر چه در شیوه گری هر مژه\u200cاش قتالیست'], ['ای که انگشت نمایی به کرم در همه شهر', 'وه که در کار غریبان عجبت اهمالیست'], ['بعد از اینم نبود شائبه در جوهر فرد', 'که دهان تو در این نکته خوش استدلالیست'], ['مژده دادند که بر ما گذری خواهی کرد', 'نیت خیر مگردان که مبارک فالیست'], ['کوه اندوه فراقت به چه حالت بکشد', 'حافظ خسته که از ناله تنش چون نالیست']]","['عجله کردن به نفع شما نیست، صبوری کنید و امید خود را از دست ندهید، ایام سختی را گذرانده اید و برای رسیدن به هدف بیش از حد توان منتظر بوده اید، اما سرانجام پاسخ این انتظارها را خواهید گرفت و به مراد دل تان می رسید.', 'اسرار دل را برای هر کسی فاش نکنید و از تلاش و توانایی های خود استفاده کنید تا به مقصود برسید.']"
"[['کس نیست که افتاده آن زلف دوتا نیست', 'در رهگذری کیست که دامی ز بلا نیست'], ['چون چشم تو دل می\u200cبرد از گوشه نشینان', 'همراه تو بودن گنه از جانب ما نیست'], ['روی تو مگر آینه لطف الهیست', 'حقا که چنین است و در این روی و ریا نیست'], ['نرگس طلبد شیوه چشم تو زهی چشم', 'مسکین خبرش از سر و در دیده حیا نیست'], ['از بهر خدا زلف مپیرای که ما را', 'شب نیست که صد عربده با باد صبا نیست'], ['بازآی که بی روی تو ای شمع دل افروز', 'در بزم حریفان اثر نور و صفا نیست'], ['تیمار غریبان اثر ذکر جمیل است', 'جانا مگر این قاعده در شهر شما نیست'], ['دی می\u200cشد و گفتم صنما عهد به جای آر', 'گفتا غلطی خواجه در این عهد وفا نیست'], ['گر پیر مغان مرشد من شد چه تفاوت', 'در هیچ سری نیست که سری ز خدا نیست'], ['عاشق چه کند گر نکشد بار ملامت', 'با هیچ دلاور سپر تیر قضا نیست'], ['در صومعه زاهد و در خلوت صوفی', 'جز گوشه ابروی تو محراب دعا نیست'], ['ای چنگ فروبرده به خون دل حافظ', 'فکرت مگر از غیرت قرآن و خدا نیست']]","['این روزها هرچه بیشتر تلاش می کنید بیشتر خسته می شوید و کمتر نتیجه می گیرید. هرچه شما در وصال یار سماجت به خرج می دهید او بیشتر از قبل از شما دور می شود. غصه نخورید، شاید سرنوشت اینگونه برای شما مقدر شده، گاهی جز صبر و امیدواری نمی توان کاری کرد.', 'از خداوند برای حل مشکلات یاری بخواهید، به او توکل کنید و امیدتان به خدا باشد، با توسل به خدا و قرآن انشالله بهترین اتفاقات برای شما خواهد افتاد.']"
"[['مردم دیده ما جز به رخت ناظر نیست', 'دل سرگشته ما غیر تو را ذاکر نیست'], ['اشکم احرام طواف حرمت می\u200cبندد', 'گر چه از خون دل ریش دمی طاهر نیست'], ['بسته دام و قفس باد چو مرغ وحشی', 'طایر سدره اگر در طلبت طایر نیست'], ['عاشق مفلس اگر قلب دلش کرد نثار', 'مکنش عیب که بر نقد روان قادر نیست'], ['عاقبت دست بدان سرو بلندش برسد', 'هر که را در طلبت همت او قاصر نیست'], ['از روان بخشی عیسی نزنم دم هرگز', 'زان که در روح فزایی چو لبت ماهر نیست'], ['من که در آتش سودای تو آهی نزنم', 'کی توان گفت که بر داغ دلم صابر نیست'], ['روز اول که سر زلف تو دیدم گفتم', 'که پریشانی این سلسله را آخر نیست'], ['سر پیوند تو تنها نه دل حافظ راست', 'کیست آن کش سر پیوند تو در خاطر نیست']]","['به دیگران تکیه نکنید و با اتکا به توانایی ها و استعداد های خودتان، کارها را انجام دهید. به زودی چنان موفقیت عظیمی به دست خواهید آورد که مورد حسادت عده ای واقع می شوید و همگان در حیرت فرو خواهند رفت.', 'طالع شما بلند است و دست به هرچیزی می زنید طلا می شود. در این روزهای خوشی ، از احوال دیگران غافل نباشید و سعی کنید تا آن جایی که در توان دارید باری از دوش خلق خدا بردارید.']"
"[['زاهد ظاهرپرست از حال ما آگاه نیست', 'در حق ما هر چه گوید جای هیچ اکراه نیست'], ['در طریقت هر چه پیش سالک آید خیر اوست', 'در صراط مستقیم ای دل کسی گمراه نیست'], ['تا چه بازی رخ نماید بیدقی خواهیم راند', 'عرصه شطرنج رندان را مجال شاه نیست'], ['چیست این سقف بلند ساده بسیارنقش', 'زین معما هیچ دانا در جهان آگاه نیست'], ['این چه استغناست یا رب وین چه قادر حکمت است', 'کاین همه زخم نهان هست و مجال آه نیست'], ['صاحب دیوان ما گویی نمی\u200cداند حساب', 'کاندر این طغرا نشان حسبه لله نیست'], ['هر که خواهد گو بیا و هر چه خواهد گو بگو', 'کبر و ناز و حاجب و دربان بدین درگاه نیست'], ['بر در میخانه رفتن کار یکرنگان بود', 'خودفروشان را به کوی می فروشان راه نیست'], ['هر چه هست از قامت ناساز بی اندام ماست', 'ور نه تشریف تو بر بالای کس کوتاه نیست'], ['بنده پیر خراباتم که لطفش دایم است', 'ور نه لطف شیخ و زاهد گاه هست و گاه نیست'], ['حافظ ار بر صدر ننشیند ز عالی مشربیست', 'عاشق دردی کش اندر بند مال و جاه نیست']]","['غم و اندوه مصیبتی که دیده اید سخت است و تحمل آن تنها به گذر زمان، صبر و امید امکان پذیر خواهد شد.', 'حسودان و رقیبان شما را به باد استهزا می گیرند و باعث رنجش و آزار شما می شوند، اما اگر به درستی کاری که انجام می دهید اعتقاد دارید، از سخنان یاوه دیگران ناراحت نشوید و همه چیز را به خداوند بسپارید.', 'از غرور و کبر دوری کنید، از یاد خداوند غافل نشوید و در همه حال به درگاهش دعا کنید. به حمایت دیگران متکی نباشید. خداوند به زودی گره از کارتان خواهد گشود.']"
"[['راهیست راه عشق که هیچش کناره نیست', 'آنجا جز آن که جان بسپارند چاره نیست'], ['هر گه که دل به عشق دهی خوش دمی بود', 'در کار خیر حاجت هیچ استخاره نیست'], ['ما را ز منع عقل مترسان و می بیار', 'کان شحنه در ولایت ما هیچ کاره نیست'], ['از چشم خود بپرس که ما را که می\u200cکشد', 'جانا گناه طالع و جرم ستاره نیست'], ['او را به چشم پاک توان دید چون هلال', 'هر دیده جای جلوه آن ماه پاره نیست'], ['فرصت شمر طریقه رندی که این نشان', 'چون راه گنج بر همه کس آشکاره نیست'], ['نگرفت در تو گریه حافظ به هیچ رو', 'حیران آن دلم که کم از سنگ خاره نیست']]","['راهی سخت و ناهموار در پیش دارید، رقیبان منتظرند تا در اولین فرصت ممکن به شما ضربه بزنند، برای موفقیت لازم است تلاش خود را بیشتر کرده و با اراده و عزم فولادین گام بردارید.', 'برای انجام کاری به شدت عجله می کنید، اما باید صبر داشته باشید که عجله هیچ سودی برای شما نخواهد داشت.', 'از حرف های نیش دار و زخم زبان اطرافیان دلگیر نشوید بلکه به کاری که می کنید و راهی که می روید تمرکز کنید تا به سر منزل مقصود برسید. عشق، ایمان و مهربانی راه شما را کوتاه تر و وصال یار را نزدیک تر می کند.', 'در امر ازدواج موفق می شوید.']"
"[['روشن از پرتو رویت نظری نیست که نیست', 'منت خاک درت بر بصری نیست که نیست'], ['ناظر روی تو صاحب نظرانند آری', 'سر گیسوی تو در هیچ سری نیست که نیست'], ['اشک غماز من ار سرخ برآمد چه عجب', 'خجل از کرده خود پرده دری نیست که نیست'], ['تا به دامن ننشیند ز نسیمش گردی', 'سیل خیز از نظرم رهگذری نیست که نیست'], ['تا دم از شام سر زلف تو هر جا نزنند', 'با صبا گفت و شنیدم سحری نیست که نیست'], ['من از این طالع شوریده برنجم ور نی', 'بهره مند از سر کویت دگری نیست که نیست'], ['از حیای لب شیرین تو ای چشمه نوش', 'غرق آب و عرق اکنون شکری نیست که نیست'], ['مصلحت نیست که از پرده برون افتد راز', 'ور نه در مجلس رندان خبری نیست که نیست'], ['شیر در بادیه عشق تو روباه شود', 'آه از این راه که در وی خطری نیست که نیست'], ['آب چشمم که بر او منت خاک در توست', 'زیر صد منت او خاک دری نیست که نیست'], ['از وجودم قدری نام و نشان هست که هست', 'ور نه از ضعف در آن جا اثری نیست که نیست'], ['غیر از این نکته که حافظ ز تو ناخشنود است', 'در سراپای وجودت هنری نیست که نیست']]","['سختی های زیادی سر راه شما وجود دارد که همه از اشتباهاتی است که در گذشته انجام داده اید. اگرچه پشیمانی و ملامت خودتان فایده ای ندارد اما ناامیدی هم مشکلی را حل نخواهد کرد.', 'از مشکلات و سختی ها شکایت نکنید، با تلاش و امیدواری می توانید از هر سختی عبور کرده و به سر منزل مقصود برسید.', 'راز شما از کسی پنهان نیست، به توانمندی های خود اعتماد داشته و با توکل به خدا جلو بروید. اگر ضعیف باشید به مراد دل خود نخواهید رسید و حسرت آن یک عمر بر دل تان خواهد ماند.']"
"[['حاصل کارگه کون و مکان این همه نیست', 'باده پیش آر که اسباب جهان این همه نیست'], ['از دل و جان شرف صحبت جانان غرض است', 'غرض این است وگرنه دل و جان این همه نیست'], ['منت سدره و طوبی ز پی سایه مکش', 'که چو خوش بنگری ای سرو روان این همه نیست'], ['دولت آن است که بی خون دل آید به کنار', 'ور نه با سعی و عمل باغ جنان این همه نیست'], ['پنج روزی که در این مرحله مهلت داری', 'خوش بیاسای زمانی که زمان این همه نیست'], ['بر لب بحر فنا منتظریم ای ساقی', 'فرصتی دان که ز لب تا به دهان این همه نیست'], ['زاهد ایمن مشو از بازی غیرت زنهار', 'که ره از صومعه تا دیر مغان این همه نیست'], ['دردمندی من سوخته زار و نزار', 'ظاهرا حاجت تقریر و بیان این همه نیست'], ['نام حافظ رقم نیک پذیرفت ولی', 'پیش رندان رقم سود و زیان این همه نیست']]","['عادت دارید مسائل کوچک را بزرگ کرده و زندگی را برای خودتان سخت تر کنید. سعی کنید این رفتار را کنار گذاشته و بیهوده با نگرانی درباره مسائل ریز و کم اهمیت خود را اذیت نکنید و قدر روزهای جوانی را بدانید.', 'بدانید هیچ هدفی چه کوچک یا بزرگ بدون کار و تلاش حاصل نخواهد شد، از یاد خدا غافل نشوید و تنبلی را کنار بگذارید تا به مراد دل خود برسید.', 'قدم در هر راهی که گذاشته اید، خوب به سرانجام آن فکر کنید تا احتمال خطا و اشتباه را به حداقل برسانید.']"
"[['خواب آن نرگس فتان تو بی چیزی نیست', 'تاب آن زلف پریشان تو بی چیزی نیست'], ['از لبت شیر روان بود که من می\u200cگفتم', 'این شکر گرد نمکدان تو بی چیزی نیست'], ['جان درازی تو بادا که یقین می\u200cدانم', 'در کمان ناوک مژگان تو بی چیزی نیست'], ['مبتلایی به غم محنت و اندوه فراق', 'ای دل این ناله و افغان تو بی چیزی نیست'], ['دوش باد از سر کویش به گلستان بگذشت', 'ای گل این چاک گریبان تو بی چیزی نیست'], ['درد عشق ار چه دل از خلق نهان می\u200cدارد', 'حافظ این دیده گریان تو بی چیزی نیست']]","['شکست در برهه ای از زمان به معنای تمام شدن زندگی نیست! ناامیدی را کنار گذاشته و با عزمی راسخ بار دیگر شروع کنید.', 'همواره شکرگزاری خداوند را به جای آورید که هیچ مشکل و شکستی بی حکمت نیست و هر رخداد به ظاهر خوب یا بد به صلاح شما می باشد.', 'به زودی خبری خوش دریافت می کنید که از شنیدنش خوشحال خواهید شد.']"
"[['جز آستان توام در جهان پناهی نیست', 'سر مرا به جز این در حواله گاهی نیست'], ['عدو چو تیغ کشد من سپر بیندازم', 'که تیغ ما به جز از ناله\u200cای و آهی نیست'], ['چرا ز کوی خرابات روی برتابم', 'کز این بهم به جهان هیچ رسم و راهی نیست'], ['زمانه گر بزند آتشم به خرمن عمر', 'بگو بسوز که بر من به برگ کاهی نیست'], ['غلام نرگس جماش آن سهی سروم', 'که از شراب غرورش به کس نگاهی نیست'], ['مباش در پی آزار و هر چه خواهی کن', 'که در شریعت ما غیر از این گناهی نیست'], ['عنان کشیده رو ای پادشاه کشور حسن', 'که نیست بر سر راهی که دادخواهی نیست'], ['چنین که از همه سو دام راه می\u200cبینم', 'به از حمایت زلفش مرا پناهی نیست'], ['خزینه دل حافظ به زلف و خال مده', 'که کارهای چنین حد هر سیاهی نیست']]","['در پیچ و خم زندگی حوادث بسیاری وجود دارد که تنها با توکل بر خدا و مدد خواستن از او می توان از آن ها به سلامت عبور کرد. دسیسه های شیطان همیشه بر سر راه تان هست، از شر شیطان به خداوند پناه ببرید که او همراه همیشگی شماست.', 'این روزها احساس تنهایی می کنید، ناامید نباشید که با یاس و ناامیدی راه به جایی نخواهید برد. کینه ها را کنار گذاشته و دیگران را آزار ندهید.', 'برای دوری از بلا به مردم نیکی کنید تا از شر بلایا در امان مانده و سختی ها را پشت سر بگذارید.']"
"[['بلبلی برگ گلی خوش رنگ در منقار داشت', 'و اندر آن برگ و نوا خوش ناله\u200cهای زار داشت'], ['گفتمش در عین وصل این ناله و فریاد چیست', 'گفت ما را جلوه معشوق در این کار داشت'], ['یار اگر ننشست با ما نیست جای اعتراض', 'پادشاهی کامران بود از گدایی عار داشت'], ['در نمی\u200cگیرد نیاز و ناز ما با حسن دوست', 'خرم آن کز نازنینان بخت برخوردار داشت'], ['خیز تا بر کلک آن نقاش جان افشان کنیم', 'کاین همه نقش عجب در گردش پرگار داشت'], ['گر مرید راه عشقی فکر بدنامی مکن', 'شیخ صنعان خرقه رهن خانه خمار داشت'], ['وقت آن شیرین قلندر خوش که در اطوار سیر', 'ذکر تسبیح ملک در حلقه زنار داشت'], ['چشم حافظ زیر بام قصر آن حوری سرشت', 'شیوه جنات تجری تحتها الانهار داشت']]","['از شکست خوردن می ترسید و این ترس باعث رنج و اندوه شما شده است. بدانید هیچ کامیابی و موفقیتی در این جهان بدون تحمل سختی ها و صبر کردن میسر نمی شود، پس ترس ها را کنار گذاشته و با عزم راسخ برای رسیدن به مراد دل تلاش کنید.', 'لذت دستیابی به اهداف در گروی تحمل درد و رنج های مسیر است. برای رسیدن به سر منزل مقصود ممکن است مال و آبروی تان در خطر باشد، مراقب باشید.']"
